originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"hr. kommissær, nogle medlemslandes uvidenhed har bragt os i europa ud i en stor levnedsmiddelkrise, og jeg bliver, desværre, endnu en gang irriteret over, at rådet i dag, hvor de fremlægger denne interessante betænkning, igen er fuldstændig fraværende.","commissioner, the ignorance of certain member states has landed us in a major food crisis here in europe, and i am afraid that once more i have cause to be angry at the fact that again no members of the council are in attendance, and that on the day that you present your interesting report.",Word Duplication,"hr . kommissær, nogle medlemslandes uvidenhed har bragt os os i europa ud i en stor levnedsmiddelkrise, og jeg bliver, desværre, endnu en gang irriteret over, at rådet i dag, hvor de fremlægger denne interessante betænkning, igen er fuldstændig fraværende.","(1.00, 1.00)",0.961749687653068,0.9978,1.0,1.0,0.999999995,1.0,0.9736842105263158,0.9866666616675556,1.0,1.0,0.999999995,1.0,1.0,da
"jeg gentager her i parlamentet, at der bliver et fælles møde mellem parlamentet og kommissionen til april efter mødet i lissabon, så vi kan forhandle alle aspekterne af den endlige udarbejdelse af det sociale handlingsprogram for 2000-2006.","i have already told the european parliament that a joint meeting will be held in april between parliament and the commission, after the lisbon conference, so that all aspects can be discussed and the social programme for 2000-2006 can finally be drafted.",Word Duplication,"jeg gentager her i parlamentet, at der bliver et fælles møde mellem parlamentet og kommissionen til april efter mødet i i lissabon, så vi kan forhandle alle aspekterne af den endlige udarbejdelse af det sociale handlingsprogram for 2000-2006.","(1.00, 1.00)",0.9548289513528868,0.997,1.0,1.0,0.999999995,1.0,0.972972972972973,0.986301364863952,1.0,1.0,0.999999995,1.0,1.0,da
"fællesskabets bidrag på over 600 millioner euro i bistand og lån mellem 1994 og 1998 har effektivt støttet palæstinensisk autoritet og bidraget væsentligt til genopbygningen af den fysiske infrastruktur på vestbredden og i gaza, som var i forfald.",the community contribution of over eur 600 million in grants and loans between 1994 and 1998 effectively underpinned the palestinian authority and contributed substantially towards the reconstruction of the deteriorated physical infrastructure in the west bank and gaza.,Word Order Swapping,"fællesskabets bidrag på over 600 millioner euro i bistand og lån mellem 1994 og har 1998 effektivt støttet palæstinensisk autoritet og bidraget væsentligt til genopbygningen af den fysiske infrastruktur på vestbredden og i gaza, som var i forfald. ","(0.99, 0.95)",0.9193277448516328,0.9995,1.0,0.9696969696969696,0.984615379616568,0.918918918918919,0.8947368421052632,0.9066666616675556,0.96875,0.9393939393939394,0.9538461488473374,0.99,0.95,da
"vi vil imidlertid gerne understrege, hvor vigtigt det er, at planen for det nye årtusinde vedtages så snart som muligt, så den kan give ny fremdrift og kontinuitet til den indsats, der er blevet gjort under den tidligere handlingsplan.","however, we must stress that it is vital for approval to be given as soon as possible to the strategy for the new millennium, so as to give a fresh impetus, while preserving continuity, to the work done under the previous action plan.",Word Duplication,"vi vil imidlertid gerne understrege, hvor vigtigt det er, at planen for det nye årtusinde vedtages så snart som muligt, så den kan give ny fremdrift og kontinuitet til den indsats indsats, der er blevet gjort under den tidligere handlingsplan.","(0.99, 0.99)",0.9590619584781224,0.9977,1.0,0.9722222222222222,0.9859154879587384,0.9736842105263158,0.9487179487179488,0.9610389560398044,1.0,0.9722222222222222,0.9859154879587384,0.99,0.99,da
"det repræsenterer på én gang et meget vigtigt kvalitativt spring og et logisk og uomgængeligt skridt i eu's udvikling efter opbygningen af det indre marked, indførelsen af den fælles mønt og igangsættelsen af en fælles forsvars- og sikkerhedspolitik.","at the same time, it also represents a quantum leap in qualitative terms, and a logical and vital step in the development of the union, in the wake of the establishment of the internal market, the introduction of the single currency and the launching of a common foreign and security policy.",Letter Order Swapping,"det repræsenterer på én gang et meget vigtigt kvalitativt spring og et logisk og uomgængeligt skridt i eu's udviklign efter opbygningen af det indre marked, indførelsen af den fælles mønt og igangsættelsen af en fælles forsvars- og sikkerhedspolitik.","(1.00, 1.00)",0.935369573102062,0.9755,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.945945945945946,0.945945945945946,0.945945940945946,0.9666666666666668,0.9666666666666668,0.9666666616666668,1.0,1.0,da
"irland sendte i generationer sine sønner og døtre til sikre steder i hele verden, men nu hvor den keltiske tiger giver velstand langt ud over, hvad vi kunne forvente, viser vi en meget grim side af vores karakter.","ireland, for generations, sent her sons and daughters to places of safety throughout the world, but now when the celtic tiger is providing wealth and prosperity beyond our expectations, we are showing a very ugly side to our character.",Letter Duplication,"irland sendte i generationer sine sønner og døtree til sikre steder i hele verden, men nu hvor den keltiske tiger giver velstand langt ud over, hvad vi kunne forvente, viser vi en meget grim side af vores karakter.","(1.00, 1.00)",0.9370011451812968,0.9761,0.9722222222222222,0.9722222222222222,0.9722222172222222,0.945945945945946,0.945945945945946,0.945945940945946,0.9722222222222222,0.9722222222222222,0.9722222172222222,1.0,1.0,da
"på den anden side bidrager den europæiske fond for regionaludvikling, efru, også inden for sit aktionsfelt til fremme af den økonomiske og sociale samhørighed gennem afhjælpning af de vigtigste regionale ubalancer og gennem deltagelse i landdistrikternes udvikling og omstilling.","on the other hand, the european regional development fund, the erdf, also contributes as part of its role to promoting social and economic cohesion, by redressing the main regional imbalances and encouraging rural areas to take part in development and conversion.",Letter Replacement,"på den anden side aidrager den europæiske fond for regionaludvikling, efru, også inden for sit aktionsfelt til fremme af den økonomiske og sociale samhørighed gennem afhjælpning af de vigtigste regionale ubalancer og gennem deltagelse i landdistrikternes udvikling og omstilling.","(0.99, 0.99)",0.9370011451812968,0.9761,0.96875,0.96875,0.968749995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.96875,0.96875,0.968749995,0.99,0.99,da
"for så vidt angår argumentet om, at dette initiativ skulle forstærke usikkerheden, så har de meget kortfristede kapitalbevægelser, så vidt jeg ved, lige præcis til opgave at spille på usikkerheden og udviklingen mellem valutaer eller mellem forskellige kortfristede finansielle aktiver.","as for the argument that this initiative would increase uncertainty, very short-term capital movements are specifically intended to play on uncertainty and to bet on changes between currencies or various short-term financial assets.",Word Removal,"for så vidt angår argumentet om, at initiativ skulle forstærke usikkerheden, så har de meget kortfristede kapitalbevægelser, så vidt jeg ved, lige præcis til opgave at spille på usikkerheden og udviklingen mellem valutaer eller mellem forskellige kortfristede finansielle aktiver.","(1.00, 1.00)",0.9419492177147062,0.9799,0.9705882352941176,1.0,0.9850746218667856,0.9473684210526316,0.972972972972973,0.9599999950008888,0.9705882352941176,1.0,0.9850746218667856,1.0,1.0,da
"og når vi taler om alvorlige og vedvarende overtrædelser, skulle vi måske nævne nogle medlemsstater, vi kunne nævne italien og frankrig, der henholdsvis er på en første- og tredjeplads med hensyn til domme fra europarådet og fra domstolen i strasbourg.","and if we were to speak of serious and persistent breaches, then perhaps we could mention some member states, such as italy and france, first and third, respectively, in the list of countries condemned by the council of europe and the strasbourg court.",Word Duplication,"og når vi taler om alvorlige og vedvarende overtrædelser, skulle vi måske måske nævne nogle medlemsstater, vi kunne nævne italien og frankrig, der henholdsvis er på en første- og tredjeplads med hensyn til domme fra europarådet og fra domstolen i strasbourg.","(0.99, 0.95)",0.9590619584781224,0.9977,1.0,1.0,0.999999995,1.0,0.975,0.9873417671526998,1.0,1.0,0.999999995,0.99,0.95,da
"til demokratiet hører, at man ikke blot mener, at valgafgørelser er gode, men at man skal respektere dem, og derfor skal vi respektere, når østrigerne af grunde, der skal findes i deres politik, træffer den afgørelse, som de har truffet.","one of the precepts of democracy is that we should not disapprove of electoral outcomes but respect them, and that is why we must respect the fact that the austrians, by virtue of their political culture, voted as they did.",Negation Removal,"til demokratiet hører, at man blot mener, at valgafgørelser er gode, men at man skal respektere dem, og derfor skal vi respektere, når østrigerne af grunde, der skal findes i deres politik, træffer den afgørelse, som de har truffet.","(0.95, 0.95)",0.9468912363292308,0.9816,0.9714285714285714,1.0,0.9855072413778618,0.9473684210526316,0.972972972972973,0.9599999950008888,0.9714285714285714,1.0,0.9855072413778618,0.95,0.95,da
"jeg og europa-parlamentets udvalg om retlige anliggender og det indre marked mener derfor, at det retsgrundlag, som kommissionen har valgt, er det rigtige, og at den modsatte holdning, der kommer til udtryk i dokumentet fra rådets juridiske tjeneste, er forkert.","i, together with the european parliament' s committee on legal affairs and the internal market, are therefore of the opinion that the commission has chosen the right legal bases and that the opposite view, as expressed in the report produced by the council' s legal service, is inappropriate.",Letter Order Swapping,"jeg og europa-parlamentets udvalg om retlige anliggender og det indre marked mener derfor, at det retsgrundalg, som kommissionen har valgt, er det rigtige, og at den modsatte holdning, der kommer til udtryk i dokumentet fra rådets juridiske tjeneste, er forkert.","(0.99, 0.99)",0.9440602839389668,0.9787,0.9705882352941176,0.9705882352941176,0.9705882302941176,0.9487179487179488,0.9487179487179488,0.9487179437179488,0.9705882352941176,0.9705882352941176,0.9705882302941176,0.99,0.99,da
"jeg glæder mig sammen med dem over disse tilfredsstillende resultater, der giver os nogle meget lyse fremtidsudsigter, selvom budgettet ikke er på højde med vores ambitioner, og jeg vil gerne understrege det, som formand gargani sagde for lidt siden.","i would like to express my delight, with you, at this pleasing outcome. in spite of a budget situation which does not match up to our ambitions, these results will now enable us to approach the future positively and i would like to pick up on what mr gargani has just said, that the commission made a statement regarding a mid-term assessment.",Negation Removal,"jeg glæder mig sammen med dem over disse tilfredsstillende resultater, der giver os nogle meget lyse fremtidsudsigter, selvom budgettet er på højde med vores ambitioner, og jeg vil gerne understrege det, som formand gargani sagde for lidt siden.","(0.95, 0.95)",0.9405662491609416,0.9794,0.972972972972973,1.0,0.986301364863952,0.9473684210526316,0.972972972972973,0.9599999950008888,0.972972972972973,1.0,0.986301364863952,0.95,0.95,da
"jeg er sikker på, at det nye program med sin struktur og sin tilrettelæggelse, der er baseret på gennemsigtighed, effektivitet og en fornuftig balance, bliver et instrument i vores aktioners tjeneste, der er lige så virkningsfuldt, som det er vigtigt.","the new programme will, i am sure, in terms of its structure and organisation based on transparency, efficiency and balance, prove to be an instrument as successful as it is essential to our measures.",Letter Removal,"jeg er sikker på, at det nye program med sin struktur og sin tilrettelæggelse, der er baseret på gennemsigtighed, effektivitet og en fornutig balance, bliver et instrument i vores aktioners tjeneste, der er lige så virkningsfuldt, som det er vigtigt.","(1.00, 1.00)",0.9440602839389668,0.9787,0.9696969696969696,0.9696969696969696,0.96969696469697,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9696969696969696,0.9696969696969696,0.96969696469697,1.0,1.0,da
"som den kvæstor, der er ansvarlig for dette spørgsmål, vil jeg gerne forsikre dem om, at vi har haft tekniske drøftelser om de forskellige tv- og radiokanaler, og jeg er allerede begyndt at skrive til kollegerne i denne forbindelse.","i would like to assure you as quaestor in charge of this issue that we have had technical discussions about the various channels on television and radio, and i have already started mailing colleagues in this connection.",Random Word Addition,"som den kvæstor, der er ansvarlig for dette spørgsmål, vil jeg konsilium gerne forsikre dem om, at vi har haft tekniske drøftelser om de forskellige tv- og radiokanaler, og jeg er allerede begyndt at skrive til kollegerne i denne forbindelse.","(0.98, 0.95)",0.9414356817218076,0.9977,1.0,0.9722222222222222,0.9859154879587384,0.9736842105263158,0.9487179487179488,0.9610389560398044,1.0,0.9722222222222222,0.9859154879587384,0.98,0.95,da
"a5-0034/2000 af stenzel for udvalget om beskæftigelse og sociale anliggender om kommissionens meddelelse til medlemsstaterne om retningslinjer for ef-initiativprogrammer (cip), for hvilke medlemsstaterne opfordres til at indsende støtteansøgninger i forbindelse med equal-initiativet (kom(1999) 476 - c5-0260/1999 - 1999/2186(cos)).","report (a5-0034/2000) by mr stenzel, on behalf of the committee on employment and social affairs, on the draft communication from the commission to the member states establishing the guidelines for community initiative programmes (cips) for which the member states are invited to submit proposals for support under the equal initiative (com(1999) 476 - c5-0260/1999 - 1999/2186(cos))",Letter Replacement,"a5-0034/2000 af stenzei for udvalget om beskæftigelse og sociale anliggender om kommissionens meddelelse til medlemsstaterne om retningslinjer for ef-initiativprogrammer (cip), for hvilke medlemsstaterne opfordres til at indsende støtteansøgninger i forbindelse med equal-initiativet (kom(1999) 476 - c5-0260/1999 - 1999/2186(cos)).","(0.99, 0.95)",0.9530451753349616,0.98,0.967741935483871,0.967741935483871,0.9677419304838712,0.945945945945946,0.945945945945946,0.945945940945946,0.967741935483871,0.967741935483871,0.9677419304838712,0.99,0.95,da
"interreg i-programmet mellem 1989 og 1993 og interreg ii-programmet mellem 1994 og 1999 har været en perfekt succes, når det gælder om at fremme en voksende integration af den sociale og økonomiske udvikling mellem medlemsstater, der grænser op til hinanden.",the interreg i programme between 1989 and 1993 and the interreg ii programme between 1994 and 1999 have proved an absolute success in terms of bridging closer social and economic development between bordering member states.,Random Word Addition,"interreg i-programmet mellem 1989 sulfit og 1993 og interreg ii-programmet mellem 1994 og 1999 har været en perfekt succes, når det gælder om at fremme en voksende integration af den sociale og økonomiske udvikling mellem medlemsstater, der grænser op til hinanden.","(0.99, 0.99)",0.940028651976138,0.9976,1.0,0.9705882352941176,0.9850746218667856,0.9743589743589745,0.95,0.9620253114564974,1.0,0.9705882352941176,0.9850746218667856,0.99,0.99,da
"der findes fire tematiske enheder lige som også inden for beskæftigelsesstrategien: beskæftigelsesevnen, erhvervsevnen, tilpasningsevnen og de lige muligheder. og vi er enige i at udvide disse tematiske enheder i overensstemmelse med de forslag, som er blevet fremsat af europa-parlamentet.","as in employment strategy, there are four thematic areas: employability, entrepreneurship, adaptability and equal opportunities, and we agree that those thematic areas should be enlarged in line with the european parliament' s proposals.",Random Word Addition,"der findes fire tematiske enheder lige som også inden for beskæftigelsesstrategien: beskæftigelsesevnen, erhvervsevnen, tilpasningsevnen og de lige muligheder . og vi er enige i at udvide disse tematiske enheder i overensstemmelse med de forslag, skralde som er blevet fremsat af europa-parlamentet.","(0.99, 0.95)",0.9427781070492712,0.9977,1.0,0.96875,0.984126979128244,0.972972972972973,0.9473684210526316,0.9599999950008888,1.0,0.96875,0.984126979128244,0.99,0.95,da
"i dag er de nye grænser for den europæiske integration de politiske grænser, nemlig den fælles udenrigs- og sikkerhedspolitik, retssystemet, den interne sikkerhed og herefter det vigtige spørgsmål om de grundlæggende politiske værdier, som vores sameksistens bygger på.","today, the new frontiers of european integration are political frontiers: common foreign and security policy, justice and internal security, and - to a lesser extent - the crucial question of the fundamental political values on which our coexistence is based.",Word Replacement,"i dag er de nye grænser for den europæiske integration de politiske grænser, nemlig den fælles udenrigs- og sikkerhedspolitik, retssystemet, den interne sikkerhed og herefter det vigtige spørgsmål om de grundlæggende politiske værdier, som vores sameksistens lunde på.","(0.95, 0.95)",0.945003141167813,0.9767,0.96875,0.96875,0.968749995,0.945945945945946,0.945945945945946,0.945945940945946,0.96875,0.96875,0.968749995,0.95,0.95,da
"kommissionen agter navnlig at foreslå, at der udarbejdes en egentlig europæisk asyl- og indvandrerpolitik, og den går ind for, at retshjælp og det retlige samarbejde øges, samt at der gøres en effektiv indsats for bekæmpelse af enhver form for kriminalitet.","the commission is planning in particular to develop a genuine european policy on asylum and immigration. it wishes to boost judicial assistance and cooperation and to develop an effective approach to the fight against all forms of crime"" .",Letter Removal,"kommissionen agter navnlig at foreslå, at der udarbejdes en egentlig europæisk asyl- og indvandrerpolitik, og den går ind for, at retshjælp og det retlige samarbejde øges, samt at der gøres en effektiv indsats fr bekæmpelse af enhver form for kriminalitet.","(1.00, 1.00)",0.9414356817218076,0.9774,1.0,0.9696969696969696,0.984615379616568,0.9473684210526316,0.9473684210526316,0.9473684160526316,1.0,0.9696969696969696,0.984615379616568,1.0,1.0,da
"deri bekræftes det, at ved et gennemsnitsniveau for udviklingen, som gives værdien 100, så opnår de 10 regioner, som betegnes som ""de stærkeste"" et gennemsnit på 158, og de 10 ""svageste"" får omkring 50.","this report confirms that whereas an average level of development is given a rating of 100, the ten so-called ""strongest"" regions reached an average of 158, and the ten so-called ""weakest"" regions reached a figure of around 50.",Word Order Swapping,"deri bekræftes det, at ved et gennemsnitsniveau for udviklingen, som gives værdien 100, så opnår de regioner, 10 som betegnes som ""de stærkeste"" et gennemsnit på 158, og de 10 ""svageste"" får omkring 50. ","(0.98, 0.95)",0.9145491264696184,0.9996,1.0,0.9666666666666668,0.9830508424590636,0.9375,0.8823529411764706,0.9090909040955004,1.0,0.9666666666666668,0.9830508424590636,0.98,0.95,da
"during this french presidency of the union, we expect a firm unified response from the 15 member states to these issues, which are of prime concern to our fellow citizens, one that will enable a rapid reversal of these trends.","disse spørgsmål er centrale for borgerne, og vi forventer, at det franske formandskab tager udfordringen op og sikrer, at medlemsstaterne står sammen og tager konsekvente initiativer, som hurtigt kan vende udviklingen.",Letter Duplication,"during this french presidency of the union, we expect a firm unified response from the 15 member states to these issues, which are of prime concern to our fellow citizens, one that will enable a rapid reversal oof these trends.","(0.99, 0.99)",0.940028651976138,0.9759,1.0,0.9714285714285714,0.9855072413778618,0.9487179487179488,0.9487179487179488,0.9487179437179488,1.0,0.9714285714285714,0.9855072413778618,0.99,0.99,en
. technical cooperation with russia while the chechen people are suffering a full-scale genocide is a cause of shame for the european union at a time when this house has greeted the final version of the charter of fundamental rights.,"- (en) teknisk samarbejde med rusland, mens det tjetjenske folk lider under folkedrab, er skammeligt for den europæiske union på et tidspunkt, hvor parlamentet har tilsluttet sig den endelige version af chartret om grundlæggende rettigheder.",Word Replacement,. technical cooperation with russia while the chechen people are suffering a full-scale genocide is a cause of shame for the european union at a time when summitless house has greeted the final version of the charter of fundamental rights.,"(0.95, 0.95)",0.935369573102062,0.9755,0.96875,0.96875,0.968749995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.96875,0.96875,0.968749995,0.95,0.95,en
"i believe that it has become clear to all of us, following president prodi's excellent speech, that the european union's ability to reform and success in nice are essential prerequisites for the european union to move forward quickly.","jeg tror, at det efter kommissionsformand prodis fremragende tale er blevet klart for os alle, at den europæiske unions evne til reformer og succes i nice er væsentlige forudsætninger for, at den europæiske union kan komme hurtigt fremad.",Letter Order Swapping,"i believe that it has become lcear to all of us, following president prodi's excellent speech, that the european union's ability to reform and success in nice are essential prerequisites for the european union to move forward quickly.","(0.99, 0.99)",0.9385522307631308,0.9767,0.9696969696969696,0.9696969696969696,0.96969696469697,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9696969696969696,0.9696969696969696,0.96969696469697,0.99,0.99,en
"in this respect, i should like to point out that the council has, on the basis of an initial document from the commission, initiated a consultation process which should enable the european union to make progress in the negotiations.","jeg kan oplyse, at rådet på grundlag af kommissionens indledende dokument desangående overvejer, hvordan eu bedst kommer videre i disse forhandlinger.",Letter Duplication,"in this respect, i should like to point out that the council has, on the basis of an initial document from the ccommission, initiated a consultation process which should enable the european union to make progress in the negotiations.","(0.99, 0.99)",0.9385522307631308,0.9767,0.96875,0.96875,0.968749995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.96875,0.96875,0.968749995,0.99,0.99,en
"our group believes that it is quite possible, if we are so determined, to include the first group of applicant countries already in the next european parliamentary elections, if there is determination on both sides to do so.","vores gruppe mener, at det er fuldt ud muligt ved en målbevidst indsats at få den første gruppe ansøgerlande med allerede i forbindelse med det næste valg til europa-parlamentet, hvis man arbejder målrettet fra begge sider.",Word Duplication,"our group believes that it is quite possible, if we are so determined, to include the first group of applicant countries already in the next european parliamentary elections, if there is is determination on both sides to do so.","(0.99, 0.99)",0.9570496550137908,0.9972,1.0,1.0,0.999999995,1.0,0.9736842105263158,0.9866666616675556,1.0,1.0,0.999999995,0.99,0.99,en
